QuestionId,Section,SubSection,QuestionText,ResponseType,SubTestId,ExtractOrder,SubTest
5d8d68c7-f494-421c-98f1-328707697d3d,CaseInformation,,FirstName,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,1,Case History
0116dbc8-eefa-4b2c-806a-78e183c0be42,CaseInformation,,LastName,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,2,Case History
6f62421e-b2e2-47e6-baee-35d0688fc3ce,CaseInformation,,ChildID,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,3,Case History
da700443-3b89-483f-b2c2-89d2b1b00fc9,CaseInformation,,DateOfBirth,date,b3bb70a9-a66b-495f-956a-9f9bc0679449,4,Case History
dd72a4a5-383c-40f7-a040-e86b7a0c1b0b,CaseInformation,,DateOfTesting,date,b3bb70a9-a66b-495f-956a-9f9bc0679449,5,Case History
68220698-d43b-4662-8957-93fa1320bd60,CaseInformation,,Sex,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,6,Case History
c41d7e38-659e-4fe2-91be-cc5ef5f973f5,CaseInformation,,AboriginalOrTorresStraitIslander,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,7,Case History
52d2d07a-36d8-4f45-ac20-4d4e31d5caad,CaseInformation,,MainLanguageSpokenAtHome,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,8,Case History
ae7fbe4c-2efd-4c0b-8ab0-0ae9acc0fdf7,CaseInformation,,SpecifyMainLanguageSpokenAtHome,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,9,Case History
c919c0c7-e979-4ff7-ae98-54155a30081e,CaseInformation,,SpeakLanguageOtherThanEnglish,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,10,Case History
762ccb79-493a-4093-959f-f84773851a4a,CaseInformation,,SpecifyLanguageSpeakOtherThanEnglish,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,11,Case History
2b48e2aa-26ee-4459-8976-5c651428172a,CaseInformation,,LanguageUnderstandOtherThanEnglish,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,12,Case History
c4824b8c-2f7c-47d5-ae88-add1c284e553,CaseInformation,,SpecifyLanguageUnderstandingOtherThanEnglish,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,13,Case History
0d0c802a-984d-4a7e-b5cc-630220f1aebf,CaseInformation,,ÅgeAtWhichChildStartToLearnEnglish,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,14,Case History
70377dbd-85cd-4179-bc5e-a5c9a356b5ed,CaseInformation,,hasChildEverVisitedPathologist,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,15,Case History
9eae3fcc-4879-4135-8548-6a51e3d7958d,CaseInformation,,reasonToVisitPathologistBefore,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,16,Case History
a0735040-ed37-433c-9141-c3fddfe96b65,CaseInformation,,hasChildRecieveAnyDiagnosisBefore,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,17,Case History
88dc4a07-1788-4fdf-8171-8347b0fd5e71,CaseInformation,,specifyTypeOfDiagnosis,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,18,Case History
e39262c1-f459-425b-8ce5-14dedbf2455d,CaseInformation,,specifyOtherTypeOfDiagnosis,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,19,Case History
5ad9aa0e-8a1d-4d91-8855-3f8013e95650,CaseInformation,,ageWhenChildRecieveDiagnosisBefore,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,20,Case History
06f6b159-4bb4-423a-bd5b-ad987f76f6e1,CaseInformation,,DevelopmentalConcerns,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,21,Case History
a1ac3197-0118-426e-b550-8f1bd6cb768c,CaseInformation,,SpecifyDevelopmentalConcerns,string,b3bb70a9-a66b-495f-956a-9f9bc0679449,22,Case History
dea929de-436a-4e31-b529-7df139c05882,,,Sky,phonetic,f237f340-1655-405c-9372-450be6713b5f,23,Phonology
d78c3d99-cac0-4b79-9fce-0f8162dbdf47,,,Stars,phonetic,f237f340-1655-405c-9372-450be6713b5f,24,Phonology
c058af59-e8ce-461e-8309-8a6cd96f17ea,,,Broom,phonetic,f237f340-1655-405c-9372-450be6713b5f,25,Phonology
c8e95e7a-dfa7-4b62-81ba-7e342b92b8cd,,,Stick,phonetic,f237f340-1655-405c-9372-450be6713b5f,26,Phonology
dae1e15c-2ce1-4d74-a87d-2e405a346087,,,Black,phonetic,f237f340-1655-405c-9372-450be6713b5f,27,Phonology
91bbe486-36d1-4c26-a8a8-aa87e5bdb03f,,,Toilet,phonetic,f237f340-1655-405c-9372-450be6713b5f,28,Phonology
4ae0cbf9-7475-4bec-8798-b87e9507c20c,,,Shoes,phonetic,f237f340-1655-405c-9372-450be6713b5f,29,Phonology
c4c30083-0f09-4437-9dd9-048c4025220d,,,Ears,phonetic,f237f340-1655-405c-9372-450be6713b5f,30,Phonology
2cc1c83b-eca8-4ee6-81ed-d5668f762404,,,Teeth,phonetic,f237f340-1655-405c-9372-450be6713b5f,31,Phonology
277de02d-4cfc-47a5-8d6a-852015e3b1be,,,Orange,phonetic,f237f340-1655-405c-9372-450be6713b5f,32,Phonology
5ffc10e4-0ee4-484d-a926-ebefd689ccaf,,,Hair,phonetic,f237f340-1655-405c-9372-450be6713b5f,33,Phonology
e7ee0a54-7f3e-41bc-9761-cdea51a2e8af,,,Train,phonetic,f237f340-1655-405c-9372-450be6713b5f,34,Phonology
85485e4e-9914-4d6c-815c-b457eb12b86a,,,Zoo,phonetic,f237f340-1655-405c-9372-450be6713b5f,35,Phonology
f5a12be2-0aef-4ad0-91b0-c3cb60157452,,,Zebra,phonetic,f237f340-1655-405c-9372-450be6713b5f,36,Phonology
6cae1140-ba4d-4da5-a507-e11a1524563a,,,Penguin,phonetic,f237f340-1655-405c-9372-450be6713b5f,37,Phonology
21790ec3-43e5-4ab9-adea-7771d4852d05,,,Go,phonetic,f237f340-1655-405c-9372-450be6713b5f,38,Phonology
3b0e7cce-3bdb-48c7-97eb-59bdeb3e2304,,,Clouds,phonetic,f237f340-1655-405c-9372-450be6713b5f,39,Phonology
17dd5948-e178-4591-9b40-ae716f92f83e,,,Helicopter,phonetic,f237f340-1655-405c-9372-450be6713b5f,40,Phonology
021d3e6d-adde-46cd-8100-6c0bf86e0611,,,Witch,phonetic,f237f340-1655-405c-9372-450be6713b5f,41,Phonology
7aeafe56-34c7-4376-bd63-9b62e9b684c1,,,Sheep,phonetic,f237f340-1655-405c-9372-450be6713b5f,42,Phonology
c95127fa-f12a-4721-baa4-c383694d13e4,,,Lunchbox,phonetic,f237f340-1655-405c-9372-450be6713b5f,43,Phonology
597df1d8-1a27-4fa7-8aab-98238c2a7e1f,,,Octopus,phonetic,f237f340-1655-405c-9372-450be6713b5f,44,Phonology
ab204fca-ed4a-4be3-821f-db9dbc9fee09,,,VacuumCleaner,phonetic,f237f340-1655-405c-9372-450be6713b5f,45,Phonology
468a9c6a-5589-42e6-8bba-af28f6a91be9,,,Kangaroo,phonetic,f237f340-1655-405c-9372-450be6713b5f,46,Phonology
bb937ca3-3c44-48cd-94e0-61b4c0098a2e,,,Frog,phonetic,f237f340-1655-405c-9372-450be6713b5f,47,Phonology
ef893d67-7bb8-49a4-978f-e2dd9157b670,,,Splash,phonetic,f237f340-1655-405c-9372-450be6713b5f,48,Phonology
4e832435-73df-43e4-889b-feed74a80ff8,,,Elephant,phonetic,f237f340-1655-405c-9372-450be6713b5f,49,Phonology
c408ba77-4060-4f80-963b-cc9044729ccc,,,Sprinkles,phonetic,f237f340-1655-405c-9372-450be6713b5f,50,Phonology
1471f69d-1532-4a61-96fd-b9cd4c7f4b03,,,Strawberries,phonetic,f237f340-1655-405c-9372-450be6713b5f,51,Phonology
6b9fe82a-2612-4ad2-8123-d29e49f0fe33,,,Cheese,phonetic,f237f340-1655-405c-9372-450be6713b5f,52,Phonology
ee10f21a-1920-4c5b-a0c3-c021326acbcb,,,Screwdriver,phonetic,f237f340-1655-405c-9372-450be6713b5f,53,Phonology
2d9fc565-53dd-4628-b4cb-044bb8e2e080,,,Presents,phonetic,f237f340-1655-405c-9372-450be6713b5f,54,Phonology
e9d28e9c-b5b2-4c4e-8321-59c74175d32d,,,Milk,phonetic,f237f340-1655-405c-9372-450be6713b5f,55,Phonology
5d173b3b-879c-44fc-8f3a-07e6bf80cb1f,,,Fridge,phonetic,f237f340-1655-405c-9372-450be6713b5f,56,Phonology
3fe61ac6-4c78-474c-a0b7-8de46894c600,,,Leaf,phonetic,f237f340-1655-405c-9372-450be6713b5f,57,Phonology
ed98a3da-07a0-4c87-916c-923727475cb7,,,Swing,phonetic,f237f340-1655-405c-9372-450be6713b5f,58,Phonology
2301036e-4312-49e0-9b02-f1783bb4b9ab,,,YellowBird,phonetic,f237f340-1655-405c-9372-450be6713b5f,59,Phonology
17ffc04f-7af5-4488-a871-bd7c48419470,,,Snowman,phonetic,f237f340-1655-405c-9372-450be6713b5f,60,Phonology
666b519e-cf6d-4ddd-a9ac-ff79dcbcf311,,,Three,phonetic,f237f340-1655-405c-9372-450be6713b5f,61,Phonology
926821b7-6bb2-4296-8e17-ba5f958d8042,,,Five,phonetic,f237f340-1655-405c-9372-450be6713b5f,62,Phonology
b71fdef0-819c-4798-97e4-d10f475f5524,,,Rainbow,phonetic,f237f340-1655-405c-9372-450be6713b5f,63,Phonology
9fd60242-fc41-457e-9257-3a33a02fe698,,,Monkey,phonetic,f237f340-1655-405c-9372-450be6713b5f,64,Phonology
82ca2873-bd7a-45b1-99db-d5f7eabe903c,,,Giraffe,phonetic,f237f340-1655-405c-9372-450be6713b5f,65,Phonology
95305625-cc79-47dd-9430-e14466de0895,,,Dinosaur,phonetic,f237f340-1655-405c-9372-450be6713b5f,66,Phonology
373614cf-c614-4ab3-9b07-3ceb721c3db5,,,Balloons,phonetic,f237f340-1655-405c-9372-450be6713b5f,67,Phonology
44bb02d1-c918-409e-a803-6894a2eb1f38,,,BirthdayCake,phonetic,f237f340-1655-405c-9372-450be6713b5f,68,Phonology
b5089e6d-1c55-4331-ad06-9aaeed7ac04f,,,Chocolate,phonetic,f237f340-1655-405c-9372-450be6713b5f,69,Phonology
36c294f2-29f3-4341-abdc-2d7e8c4bc144,,,WashingMachine,phonetic,f237f340-1655-405c-9372-450be6713b5f,70,Phonology
160d2d70-c26c-44e5-b355-bac8c8de816e,,,Computer,phonetic,f237f340-1655-405c-9372-450be6713b5f,71,Phonology
7672d639-7e1e-4018-be34-3da024cc1cb9,,,Playground,phonetic,f237f340-1655-405c-9372-450be6713b5f,72,Phonology
b8ded5e7-f488-495d-a9f5-eed94d2de554,,,Sunflower,phonetic,f237f340-1655-405c-9372-450be6713b5f,73,Phonology
f5786f9b-dae0-48d6-a408-667fd3bb93c1,,,Treasure,phonetic,f237f340-1655-405c-9372-450be6713b5f,74,Phonology
7fbd2193-3400-4d36-ae3a-dd48c5faafb8,,,Ambulance,phonetic,f237f340-1655-405c-9372-450be6713b5f,75,Phonology
e5c0dc44-a6d9-44cb-8f84-7ff4e7cb0976,,,Hospital,phonetic,f237f340-1655-405c-9372-450be6713b5f,76,Phonology
7b6534d6-e0fc-4c59-a19f-2cb31d1a3366,,,Feather,phonetic,f237f340-1655-405c-9372-450be6713b5f,77,Phonology
cdc2cc8c-d15e-405b-bb69-5e3e96f088b9,Phonology Score,,CorrectCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,78,Sub Test Calculated Results
9d61ddf3-00d1-4e39-a89a-d2da77cfa4a7,Phonology Score,,CorrectWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,79,Sub Test Calculated Results
3ca5b517-6707-47dd-b391-d65f96619608,Phonology Score,,OtherCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,80,Sub Test Calculated Results
7b414e98-d075-4560-a1d2-d95f37ac2739,Phonology Score,,OtherWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,81,Sub Test Calculated Results
120aef4b-b50f-4a6e-94e4-4efe3d0bcc7d,Phonology Score,,NoResponseCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,82,Sub Test Calculated Results
cf296d97-2b8a-4376-9e23-9289c599ee67,Phonology Score,,NoResponseWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,83,Sub Test Calculated Results
35f1246e-b29a-4e3e-a1c4-fc3893dd7ba9,Phonology Score,,AssimilationCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,84,Sub Test Calculated Results
b02712a3-a52f-4842-8716-54550c135460,Phonology Score,,AssimilationWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,85,Sub Test Calculated Results
a92593a2-890e-489f-ae7f-a12ea5939636,Phonology Score,,ClusterReductionCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,86,Sub Test Calculated Results
0071a1d1-1fdd-40a8-8938-773ba703726f,Phonology Score,,ClusterReductionWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,87,Sub Test Calculated Results
9763db15-15b2-4bd3-8f8f-3f31b16c4036,Phonology Score,,FrontingFricativeCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,88,Sub Test Calculated Results
eb4d94e7-c294-4808-b42e-a1c23b370e79,Phonology Score,,FrontingFricativeWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,89,Sub Test Calculated Results
3022cf02-7154-4f3d-bdc0-7abfd71faa9c,Phonology Score,,FrontingVelarCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,90,Sub Test Calculated Results
b57aa54b-a4dc-4366-80d2-30578f16b079,Phonology Score,,FrontingVelarWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,91,Sub Test Calculated Results
172444c6-3817-44a3-86af-f14f2c0cb692,Phonology Score,,WeakSyllableDeletionCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,92,Sub Test Calculated Results
245913bb-a7ab-4cc3-8f4a-f3e4a4f34105,Phonology Score,,WeakSyllableDeletionWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,93,Sub Test Calculated Results
57a77f19-f5ee-4585-868b-78a22c665b66,Phonology Score,,StoppingCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,94,Sub Test Calculated Results
aa77c6b8-3273-445d-bc2b-871104c51677,Phonology Score,,StoppingWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,95,Sub Test Calculated Results
2624394b-31fb-4dd3-b124-3b4fe066eacd,Phonology Score,,GlidingCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,96,Sub Test Calculated Results
b765bae9-9443-47d4-964b-6ef512fdf43d,Phonology Score,,GlidingWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,97,Sub Test Calculated Results
fbd984c7-18e3-42e6-83d3-373f6e4eb1fc,Phonology Score,,VoicingCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,98,Sub Test Calculated Results
de9b6b64-ac6b-40c8-b407-4640d01ff8fe,Phonology Score,,VoicingWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,99,Sub Test Calculated Results
323b9769-8ec9-4b6d-a5f9-237817ef77c1,Phonology Score,,FinalConsonantDeletionCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,100,Sub Test Calculated Results
d2769203-dcfc-4019-9072-ee0f7352b541,Phonology Score,,FinalConsonantDeletionWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,101,Sub Test Calculated Results
f9f72d33-11df-446a-bfc9-4f4eb97cd53a,Phonology Score,,DeaffricationCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,102,Sub Test Calculated Results
c75253a1-1542-4103-a280-e32f8604ccd0,Phonology Score,,DeaffricationWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,103,Sub Test Calculated Results
6706de22-18c2-4ac5-847d-40e1e0fae252,Phonology Score,,TranspositionCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,104,Sub Test Calculated Results
e1bf970e-bbf9-4298-b8d7-f2621dc0eb0d,Phonology Score,,TranspositionWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,105,Sub Test Calculated Results
531dda21-54cf-4b50-b1ed-7e5df2ccf08d,Phonology Score,,DevoicingCount,string,2e30a64b-f761-4f43-985f-4c399c0762e7,106,Sub Test Calculated Results
fc019834-d629-46f5-889e-9a58acec4894,Phonology Score,,DevoicingWordPhoneticArray,array,2e30a64b-f761-4f43-985f-4c399c0762e7,107,Sub Test Calculated Results
a47c1ae6-5745-48b0-924e-31b11355f7f0,Consistency,,Clouds,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,108,Inconsistency
45487a84-6e4d-433a-a03f-b8c77e6f4dc9,Consistency,,Helicopter,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,109,Inconsistency
f7fa2465-f2c2-4d96-908b-06894f1e3a60,Consistency,,Witch,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,110,Inconsistency
db9b767a-9e0d-4832-b18a-e341bdd349c6,Consistency,,Sheep,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,111,Inconsistency
68b985ae-1d33-47a4-8fb4-baab4e6d4eab,Consistency,,Lunchbox,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,112,Inconsistency
48fe6e15-1c72-470f-9041-cb6e89a82932,Consistency,,Octopus,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,113,Inconsistency
ccd67b0d-14e0-4923-b808-b8438c611444,Consistency,,VacuumCleaner,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,114,Inconsistency
ed3cd5b3-fecc-4c9b-8d24-ecd10ba45c50,Consistency,,Kangaroo,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,115,Inconsistency
819c2e00-b3e2-4bbb-98ad-e1d6b6d377ea,Consistency,,Frog,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,116,Inconsistency
2058e39b-d9da-4eaf-bff2-a9b17e9ed5db,Consistency,,Splash,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,117,Inconsistency
c1cb04c5-3feb-42ac-b3bb-54a0d1f57ef4,Consistency,,Elephant,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,118,Inconsistency
11679188-f7ff-4c08-9fc2-b74dc0b68984,Consistency,,Sprinkles,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,119,Inconsistency
c1a782ed-1ab3-43f2-bb49-c64cbdcaffca,Consistency,,Strawberries,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,120,Inconsistency
0398c7f9-9f2d-4805-b246-a7edde5468e6,Consistency,,Cheese,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,121,Inconsistency
a8aba04a-f7a1-4bf9-9205-553ed70d0c16,Consistency,,Screwdriver,phonetic,3f3beeed-d402-444a-89f2-7a29eb2985aa,122,Inconsistency
f1d04fbd-c872-4bf3-b9eb-362ca4846c03,Inconsistency Score,,correct_correct_percentage,string,2e30a64b-f761-4f43-985f-4c399c0762e7,123,Sub Test Calculated Results
e0ec4c44-5379-489c-8178-84899ed387f4,Inconsistency Score,,correct_incorrect_percentage,string,2e30a64b-f761-4f43-985f-4c399c0762e7,124,Sub Test Calculated Results
17207115-1180-4d39-886e-b7a67a933ccb,Inconsistency Score,,same_error_percentage,string,2e30a64b-f761-4f43-985f-4c399c0762e7,125,Sub Test Calculated Results
4f4da452-bf78-4c18-964f-d9aeb1a5b80d,Inconsistency Score,,different_error_percentage,string,2e30a64b-f761-4f43-985f-4c399c0762e7,126,Sub Test Calculated Results
2199d49d-249b-4e6f-b52c-e3c733315493,Inconsistency Score,,correct_correct_words,array,2e30a64b-f761-4f43-985f-4c399c0762e7,127,Sub Test Calculated Results
3fe5f541-f789-4a10-ba9c-c3750eb7c446,Inconsistency Score,,correct_incorrect_words,array,2e30a64b-f761-4f43-985f-4c399c0762e7,128,Sub Test Calculated Results
1447ca3c-e603-4466-9490-4f5b7d474fef,Inconsistency Score,,same_error_words,array,2e30a64b-f761-4f43-985f-4c399c0762e7,129,Sub Test Calculated Results
3fac7699-cc17-4331-8f37-00c6c42a406d,Inconsistency Score,,different_error_words,array,2e30a64b-f761-4f43-985f-4c399c0762e7,130,Sub Test Calculated Results
37ffb4ea-a330-4257-91fc-f04355b06a12,Imitation,,Clouds,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,131,Imitation
41211127-2663-4ac9-8737-93261358aef4,Imitation,,Helicopter,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,132,Imitation
eb20f55c-f5a5-4b75-9934-8be634f3fbf6,Imitation,,Witch,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,133,Imitation
1da99ea4-8430-4788-82db-0deca8364a0a,Imitation,,Sheep,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,134,Imitation
f00147e5-cad7-434a-8db4-3230fdc8b65b,Imitation,,Lunchbox,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,135,Imitation
c5847850-0929-418c-89f9-c783dab1fe08,Imitation,,Octopus,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,136,Imitation
f738b96f-f26e-414b-a018-40ee07c22af2,Imitation,,Vacuum_Cleaner,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,137,Imitation
d4269855-adb4-45cb-98b5-89d3e91246a6,Imitation,,Kangaroo,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,138,Imitation
5b2314d1-cd2c-486c-9c53-d3523d9ddadd,Imitation,,Frog,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,139,Imitation
bb1d63d1-810f-467d-8c30-c64056b19a7d,Imitation,,Splash,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,140,Imitation
e6f425c8-d0a0-4f23-af0a-4d93befaf556,Imitation,,Elephant,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,141,Imitation
c72604b4-2742-4bb6-863b-eee115abb8bf,Imitation,,Sprinkles,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,142,Imitation
05119592-0e3b-4ee8-9492-fc926bd6f708,Imitation,,Strawberries,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,143,Imitation
bf289fee-ff38-48b2-9a9c-b77082035484,Imitation,,Cheese,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,144,Imitation
7a8fd53a-173d-44c0-b80c-8c037a9be9c5,Imitation,,Screwdriver,phonetic,b9edd1b0-793b-4a1e-933d-aef3106ed914,145,Imitation
f6c509a0-dd6a-4831-8a66-294d67b36e14,Better in Imitation,,better_in_imitation_clouds,string,2e30a64b-f761-4f43-985f-4c399c0762e7,146,Sub Test Calculated Results
fca3f1a9-9f80-41a1-9fa3-26b5840049f7,Better in Imitation,,better_in_imitation_helicopter,string,2e30a64b-f761-4f43-985f-4c399c0762e7,147,Sub Test Calculated Results
ce0a9260-0e90-44d9-9c9c-a08861101265,Better in Imitation,,better_in_imitation_witch,string,2e30a64b-f761-4f43-985f-4c399c0762e7,148,Sub Test Calculated Results
9eb7ac1b-f078-4c61-8dab-5bedef63c496,Better in Imitation,,better_in_imitation_sheep,string,2e30a64b-f761-4f43-985f-4c399c0762e7,149,Sub Test Calculated Results
225c72b8-f3a4-41ec-ba43-ad0ca573ba8d,Better in Imitation,,better_in_imitation_lunchbox,string,2e30a64b-f761-4f43-985f-4c399c0762e7,150,Sub Test Calculated Results
d8b8f6a9-34be-41cd-a392-1ab3f0de914a,Better in Imitation,,better_in_imitation_octopus,string,2e30a64b-f761-4f43-985f-4c399c0762e7,151,Sub Test Calculated Results
4af86f5a-eec2-47c7-bb5f-a6898d3c4eef,Better in Imitation,,better_in_imitation_vacuum_cleaner,string,2e30a64b-f761-4f43-985f-4c399c0762e7,152,Sub Test Calculated Results
5d1a8843-cf58-4067-8e3c-be68dbcf5f7e,Better in Imitation,,better_in_imitation_kangaroo,string,2e30a64b-f761-4f43-985f-4c399c0762e7,153,Sub Test Calculated Results
3b09b704-3ac3-45d0-8fbd-6443d921de3b,Better in Imitation,,better_in_imitation_frog,string,2e30a64b-f761-4f43-985f-4c399c0762e7,154,Sub Test Calculated Results
d93eeb26-1177-4d69-8626-c6fce5f5cab2,Better in Imitation,,better_in_imitation_splash,string,2e30a64b-f761-4f43-985f-4c399c0762e7,155,Sub Test Calculated Results
de6c76c1-ea93-4987-b05b-850d95d9862b,Better in Imitation,,better_in_imitation_elephant,string,2e30a64b-f761-4f43-985f-4c399c0762e7,156,Sub Test Calculated Results
2e4c0731-9d5f-465b-9248-2fd498cc51ce,Better in Imitation,,better_in_imitation_sprinkles,string,2e30a64b-f761-4f43-985f-4c399c0762e7,157,Sub Test Calculated Results
